CONFIGURATION_1-PLANE_2-OBJECT_1-REDSHIFT	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-g	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-r	CONFIGURATION_1-PLANE_2-OBJECT_1-LIGHT_PROFILE_1-magnitude-z	CONFIGURATION_1-PLANE_1-OBJECT_1-REDSHIFT	WEIGHT
1.58313727	21.72590828	21.93856239	21.71178246	0.4341966833427506	1.0
1.67019928	21.20762253	21.79473495	23.51700974	0.6509194545446045	1.0
1.39903617	21.74818039	21.92124557	20.67659378	0.4883149567331258	1.0
1.55326962	21.90621948	22.32345581	21.77755165	0.7412662731455972	1.0
1.29394162	20.57860756	21.02480698	19.97372818	0.3187932968250281	1.0
1.67817831	21.70841026	21.5103302	21.00215149	0.2895179288431624	1.0
1.38093233	20.90694046	20.80220222	20.17048073	0.6887185738262391	1.0
1.31263721	21.94888687	21.80684853	21.157341	0.5410027099587649	1.0
1.33649075	21.6952877	21.59462738	19.97960854	0.4722917031080202	1.0
1.37512052	21.45535278	21.39097023	20.73939133	0.5787254411056411	1.0
1.44380188	21.99045181	22.12003899	20.98147583	0.5133695878423067	1.0
1.30331933	21.94084549	21.81216049	20.37470818	0.694091601607413	1.0
1.74134016	21.9026165	21.91274452	20.56838226	0.4067647672222322	1.0
1.28932273	21.19673347	21.28358078	21.26199532	0.7208274228307613	1.0
1.78599548	20.95310402	22.11885834	24.34580231	0.4549189828829852	1.0
1.51193297	21.81195068	22.22359467	20.77717209	0.6052356137612507	1.0
1.3829726	21.46242905	21.48474693	20.97431755	0.6298651293384095	1.0
1.42317367	21.9547596	20.69813728	20.4239006	0.3074912696498951	1.0
1.29254746	20.72735214	20.24565887	19.80239868	0.6313746633376276	1.0
1.49990392	21.56413269	21.67194176	21.19413567	0.6270509930820565	1.0
1.33057845	21.00833702	21.02914047	20.17650223	0.6950868725070073	1.0
1.34393477	21.77078629	21.89103508	21.00308228	0.632790993355729	1.0
1.80627954	21.83058167	22.22519875	21.71332359	0.6850426168897322	1.0
1.33698881	21.55021286	21.81714249	20.7074337	0.4944288819043064	1.0
1.77596676	21.88322258	21.528265	21.40773773	0.4341911966187725	1.0
1.35303807	20.8801403	20.73835564	19.71177673	0.2709133871275908	1.0
1.39631605	21.97944641	21.84976959	20.29206848	0.6912474817091471	1.0
1.31808114	21.79039383	22.11724281	21.58238411	0.4422657723911141	1.0
1.88200331	20.98510742	21.02261543	22.21914291	0.6177601255642513	1.0
1.33202875	21.77220345	21.9731102	22.20557594	0.513521732812865	1.0
1.37293124	19.92589951	20.51941872	18.92163086	0.6151192888627618	1.0
1.27944481	21.78011322	21.47190857	20.47254753	0.5884078408646752	1.0
1.29565573	20.93117714	20.98938179	19.70570564	0.6062160996106316	1.0
1.46631932	21.14910698	21.1919632	20.83325768	0.5895001041800905	1.0
1.31549108	21.7161026	21.42662811	20.09669876	0.1279163392547903	1.0
1.34149587	21.86816025	21.62711906	20.88016891	0.2697968469960197	1.0
1.96619916	21.98300934	22.33718491	21.88675499	0.4820274915190818	1.0
1.55752933	21.4940815	19.98803711	22.62310219	0.58232728503838	1.0
1.35508788	21.59685707	22.07399559	20.96485519	0.6190134843767956	1.0
1.38826025	21.56902122	21.49443054	21.10636902	0.566630572569416	1.0
1.40444219	21.87893486	21.63485909	21.69484138	0.5284028280337385	1.0
1.57500052	19.00226021	18.54798508	18.49768639	0.6683169497196312	1.0
1.6946789	21.80051804	21.97609901	21.66556358	0.6648689755284666	1.0
1.30271459	21.99858856	21.75769615	20.38348579	0.6696975203864799	1.0
1.29486632	20.73509026	21.45966339	20.25776672	0.454852741429721	1.0
1.39099741	21.50238037	21.57583427	21.04099274	0.357470975149543	1.0
1.71851134	21.85161591	22.27663422	24.30150795	0.6833716607055165	1.0
1.34280372	21.74287224	21.59181976	20.77578735	0.5261392223671773	1.0
1.5782069	21.9290638	21.9233036	21.48623276	0.4051094227117635	1.0
1.63041949	21.83418846	21.91420746	20.79990768	0.5771260976926311	1.0
1.32518613	21.89664459	21.8908329	21.41350174	0.3546056402639006	1.0
1.57721877	19.34480858	18.90801811	18.62418747	0.6303981438542604	1.0
1.66597652	20.6361084	20.46303368	20.85497665	0.5617720801594039	1.0
1.32464874	21.59692764	21.64986229	21.22674751	0.2171314118171523	1.0
1.33165729	21.01661491	21.06937599	20.41625023	0.582606528081884	1.0
1.28752935	21.69407272	21.56709862	20.57650375	0.2963888906839138	1.0
1.7689445	21.79032326	22.03083229	21.41221237	0.742727646030306	1.0
1.30764568	21.43929291	21.46282768	20.33499336	0.3273861629524018	1.0
1.56552482	21.96428871	22.06785965	20.5003624	0.4210015343969316	1.0
1.54416609	21.39097977	21.58442497	21.27684975	0.5895892553811143	1.0
1.30211091	21.81825638	21.56075096	20.33491135	0.3203419402862278	1.0
1.53159273	21.89138031	21.9183445	21.58732224	0.4360355679916811	1.0
1.9671129	21.39954185	21.43616295	20.16044235	0.7055802048830179	1.0
1.30808473	21.08297729	21.1711731	20.35754585	0.4757003161749329	1.0
1.67558241	19.49234581	19.41167068	19.12628746	0.4810723309688131	1.0
1.94209111	21.593153	22.51055145	22.50015068	0.4050235997061022	1.0
1.30205536	21.80031967	21.55232811	21.43568611	0.3673718139353278	1.0
1.73523533	21.58769035	20.19818115	19.77623558	0.6982118803197972	1.0
1.35108268	21.84317207	21.93563271	20.93200302	0.7330722853354824	1.0
1.28196192	21.28373146	21.38433266	20.18252373	0.3604409055508231	1.0
1.31411886	21.65995598	21.77777672	21.29594231	0.5760755250080957	1.0
1.29084039	21.7408371	21.44079018	20.18543053	0.3033658489568881	1.0
1.63653004	21.81061172	21.20988846	20.21991348	0.6727436905072598	1.0
1.46389306	21.91178894	22.00125504	21.1523819	0.6811807187493053	1.0
1.57895482	21.66661644	21.61455154	21.49661827	0.728352347762029	1.0
1.58754492	21.47817993	21.66888809	21.25543404	0.3606875187060501	1.0
1.60278738	21.39920235	22.06511307	23.74716568	0.5178364783244189	1.0
1.3715328	21.72519112	21.90743256	21.00579834	0.2245106307422765	1.0
1.71618092	21.42923164	21.91977882	21.87342453	0.5763333687732174	1.0
1.42184174	21.46634483	21.31554985	19.71249962	0.4573041212991831	1.0
1.32686067	20.69522667	20.62569046	20.1484127	0.5403459780208217	1.0
1.43593025	21.69103813	21.51180649	20.32644844	0.4991562080278554	1.0
1.60104251	21.30125427	21.30511284	20.72506714	0.6775091372485554	1.0
1.32048702	21.77472687	22.22809982	22.36877823	0.6468476092082258	1.0
1.32058561	21.21339417	21.15118027	20.57423592	0.5385838132644367	1.0
1.56068695	21.70139885	22.1842556	22.51148033	0.7240514314366562	1.0
1.30705214	21.65396309	21.32130241	20.23210335	0.573676300787128	1.0
1.35027444	21.20284081	20.84905815	20.31215096	0.7050325062972682	1.0
1.34817672	21.26906204	22.31082726	22.91386032	0.665519358295465	1.0
1.35977352	21.92905617	22.09815216	21.56849098	0.548948678727061	1.0
1.81972122	21.91915894	22.65788651	22.0581398	0.4522266513353208	1.0
1.36429477	21.88289261	21.91512299	21.62233543	0.682514689403746	1.0
1.42648745	21.95285797	22.02609062	21.50060463	0.476826137545137	1.0
1.28584635	20.85421562	20.80524063	20.34362221	0.6153935704162328	1.0
1.74243879	21.39180565	21.59815598	21.26918983	0.6224451447558579	1.0
1.30605996	21.07523155	21.60273361	21.95547867	0.604825206323358	1.0
1.31194615	20.6350956	21.19857407	20.24304962	0.4986391428094827	1.0
1.38765144	20.69854355	20.81437492	20.41282463	0.538389730939083	1.0
1.31141067	20.92407036	20.87409592	20.22132683	0.2853294878193622	1.0
1.41203082	21.86149979	22.16660118	22.08708572	0.6572239578476305	1.0
1.2910881	20.80610657	20.73869896	20.14964294	0.315423453573304	1.0
1.28642404	21.55638123	21.54260445	20.82351303	0.630438315364164	1.0
1.31595337	21.63213158	21.88985062	20.69603539	0.7385122232377451	1.0
1.45749307	21.79732704	22.42678833	21.50865173	0.2222854176469095	1.0
1.31639624	20.93294334	20.60533333	19.53178978	0.5918829259148966	1.0
1.39095116	21.98302269	21.96806335	21.69037056	0.6769534591061962	1.0
1.29949903	21.22123337	21.37532997	20.96060753	0.2688790276213283	1.0
1.91317797	21.86909676	21.44638062	21.0100441	0.7434908622741667	1.0
1.36901367	20.52782631	21.24467468	20.56222153	0.4770525281172244	1.0
1.30268383	21.71744156	21.38413429	20.14248276	0.5809801916288339	1.0
1.57484484	21.12891197	21.25158882	21.02208519	0.2774335342731345	1.0
1.43946195	21.63672256	21.30868912	20.83014679	0.7275429769962891	1.0
1.35626304	21.69935608	21.62282181	20.35058784	0.6092223561947875	1.0
1.30284607	21.95083237	21.63625717	20.36499786	0.5230756061432262	1.0
1.40460193	21.80073357	21.74936676	20.80359268	0.3467577287788162	1.0
1.30810726	21.73406601	23.59276962	22.957407	0.5039528265035416	1.0
1.29686654	21.75398827	21.86119652	20.81772995	0.5623492243632733	1.0
1.33618462	21.87034607	21.8856411	25.86746407	0.6945752490238108	1.0
1.39566338	21.88181305	21.90407562	21.54069138	0.3985242649312059	1.0
1.49877262	21.48911285	21.80645561	21.21092033	0.5968646405317729	1.0
1.42023778	21.3005619	21.76398849	20.52964401	0.574394227668167	1.0
1.35234272	21.61504745	21.45598412	19.98846245	0.4711367368233028	1.0
1.8652389	21.93500137	23.12609291	21.35164261	0.5717585505987378	1.0
1.27645671	21.91886139	22.15670776	21.2190876	0.4844735943321149	1.0
1.6994611	21.08298111	20.34057426	20.32772255	0.7483800217616097	1.0
1.83222365	20.22159195	19.14324951	17.62883949	0.6702659539051917	1.0
1.30211902	21.98379326	21.83795929	21.27660942	0.7087711171017342	1.0
1.66413856	21.88112831	22.01337814	20.61945534	0.5354082037535182	1.0
1.4502058	21.84552765	22.11806488	20.97187614	0.4363498136590762	1.0
1.8275373	21.88537025	22.22624779	21.62961578	0.5919902008132336	1.0
1.54230595	20.277668	19.45776176	20.99688911	0.3122153537374649	1.0
1.37245452	21.5241127	21.45998001	20.36641884	0.5795011087134864	1.0
1.33453369	21.42284775	21.27305222	20.88407707	0.2963737153850923	1.0
1.29167163	21.85082054	20.97153091	19.87786865	0.4849795742067734	1.0
1.68255043	21.67009735	22.97013283	23.90948296	0.6560868433260245	1.0
1.97703743	20.82040596	20.64065933	21.67924118	0.6750265254218242	1.0
1.28738439	21.39127731	21.33244896	20.51497841	0.423089810256958	1.0
1.8469305	21.48172188	22.65802383	20.78457451	0.5862544907566851	1.0
1.55733514	21.69425964	21.81236458	21.38572121	0.5518260585020115	1.0
1.39932346	20.9616909	20.94384193	20.29640961	0.638147638831312	1.0
1.37875104	21.66193199	21.73930359	20.84963608	0.5013890439486616	1.0
1.32372582	21.65530968	21.52974319	21.16622543	0.6506584981887619	1.0
1.81088018	21.77572441	21.92400932	21.47198296	0.3331228107158909	1.0
1.28720677	20.88921356	20.79241943	19.98369789	0.6621515292212432	1.0
1.31823063	21.92732811	22.17148018	21.05820084	0.5401858569987015	1.0
1.38906419	21.93133736	21.94797134	20.47282219	0.7219822001860403	1.0
1.58781922	21.84661293	21.59165955	21.86135483	0.5688765212513267	1.0
1.52914071	20.95987892	21.11094284	20.51762962	0.7306009351019161	1.0
1.37219787	21.66032791	21.28405571	19.86215591	0.3284734678225152	1.0
1.56587911	21.74816704	20.89481354	20.44045258	0.7220292087293566	1.0
1.94242322	21.65407181	22.18802834	21.47368622	0.5389760140420796	1.0
1.3032068	21.99572182	22.01207542	21.05641556	0.6909713526331531	1.0
1.52444625	21.71771431	22.3371067	21.36070061	0.6026132787470263	1.0
1.30461693	20.84259033	20.91552162	20.13810921	0.3878126460152785	1.0
1.56502426	21.9435463	22.27550125	20.55209351	0.5634656652781362	1.0
1.83347404	21.70910263	22.01489449	21.61091614	0.5518552840905954	1.0
1.72528553	21.882967	21.83106995	21.03045082	0.5326466658974365	1.0
1.66532135	21.65518379	21.73109055	20.7202816	0.7339861186546431	1.0
1.39052367	21.41576576	21.68032837	21.01573753	0.6821393152535425	1.0
1.41929805	21.79213333	21.75518227	20.80814934	0.5580611123788928	1.0
1.39297819	21.94272804	21.65001678	20.8685627	0.3320655964239275	1.0
1.7671479	21.95188713	20.99800301	24.37544632	0.5475854404450795	1.0
1.29499447	21.2208004	21.13744545	20.49321747	0.5833509410372532	1.0
1.47028553	20.2547245	19.77598953	19.61241722	0.6732361737261576	1.0
1.68400586	21.79918098	22.01813316	21.62452888	0.462022338550661	1.0
1.31834567	21.25778008	21.21697617	20.77588463	0.3891048087014003	1.0
1.40445065	21.64510727	21.66204834	20.54055977	0.5701694349167699	1.0
1.37887323	21.28798294	21.2942791	20.86491013	0.4962231254881138	1.0
1.97080958	21.82401848	22.3642807	21.78018188	0.513626749427744	1.0
1.45258224	21.94384193	22.54279137	21.66679573	0.6423169733216887	1.0
1.27685785	21.97192764	21.86774254	21.43032455	0.482774543339533	1.0
1.76374114	21.28821373	21.42355347	20.77212334	0.5885658318865703	1.0
1.72395456	21.49165726	22.24299049	24.46897888	0.4791213508329788	1.0
1.38666081	21.32467079	21.17452431	20.47266579	0.1623780635672711	1.0
1.28371263	21.05626297	21.15452003	20.66190338	0.5344522617117461	1.0
1.30502009	21.84509468	21.74175262	21.49633789	0.573681274201251	1.0
1.67814326	21.7057476	21.78051949	20.98540115	0.5055500368090717	1.0
1.3101759	21.88241768	22.0552063	21.31376457	0.481704861710984	1.0
1.60661268	21.84351349	21.87563515	20.77724457	0.5915803777942221	1.0
1.30318868	20.78493881	20.38086891	18.96767235	0.572926372616575	1.0
1.35648417	21.91233826	21.70939636	20.53747749	0.6451379069159522	1.0
1.99357414	20.36412239	21.43608284	22.12127495	0.7241946947787015	1.0
1.32341504	21.91579819	21.5210247	20.40890312	0.3518231447222062	1.0
1.29331458	21.81301689	23.33012009	23.89608765	0.7494544510736868	1.0
1.32064772	21.46179199	21.41593552	21.06148529	0.5722901362818086	1.0
1.7267189	21.98855972	22.88217926	23.33790588	0.590479963847996	1.0
1.35880792	20.47473526	20.49236488	19.51288414	0.7048681006213211	1.0
1.2985549	21.97805977	22.08666229	21.35099602	0.4754029978066753	1.0
1.56988478	20.46496391	20.36301422	21.23221207	0.6893779873581963	1.0
1.29269576	21.81346703	21.73825455	21.41778564	0.5975579213348403	1.0
1.39429545	21.93241882	21.92624092	21.58993912	0.2892792954382234	1.0
1.31290066	21.40105247	21.31820488	20.09819603	0.5995205811756236	1.0
1.39361155	21.7271347	21.42385864	20.06306648	0.4291554291439842	1.0
1.75961947	21.97529602	21.98141479	21.39801216	0.6936332023486455	1.0
1.36849034	21.7834301	22.48184013	21.30486679	0.5036914551925903	1.0
1.31850815	20.53460884	20.53035164	20.65293121	0.6887547213666697	1.0
1.29203439	21.26967621	22.65431976	21.85864067	0.2280500507334459	1.0
1.3379823	21.82214546	21.99963379	20.64378166	0.1802314536900158	1.0
1.28927767	21.91622162	21.94499016	20.81028175	0.5155900562332038	1.0
1.43246305	20.6169281	20.86424446	20.25564766	0.3679670893015979	1.0
1.3201642	21.05350685	21.25854301	22.83190727	0.7353269917312373	1.0
1.49551082	21.04042625	21.13827133	20.66321373	0.570787342973103	1.0
1.55567038	21.5879879	21.61267281	21.22610474	0.5585386684650359	1.0
1.49905586	21.25542831	22.11724663	20.97428131	0.5236359840279674	1.0
1.6756438	21.87933922	22.06478119	21.83689499	0.6711397281161214	1.0
1.31296551	20.96902847	21.02775002	20.3466053	0.6124342553975702	1.0
1.31425536	21.21623802	21.55065346	20.50968552	0.609435439451316	1.0
1.33118725	21.65227318	22.87524223	23.21233177	0.6834338912912526	1.0
1.28656614	21.61092758	21.70602989	21.41692352	0.5082780568902043	1.0
1.86104047	21.39571762	22.23803139	24.12423515	0.5302178237827808	1.0
1.34321034	21.15805054	21.05904388	19.96288681	0.7452316017814774	1.0
1.27788746	21.86374664	21.95873833	20.62013817	0.1768581163247965	1.0
1.40092456	21.36384392	20.47331238	19.48406219	0.321380716364488	1.0
1.30989695	21.17870903	21.35954666	20.22423363	0.5500075004096027	1.0
1.79991758	21.79639244	22.40011787	21.88140106	0.6460541465605443	1.0
1.39355981	20.58123398	20.4996357	20.1316967	0.7106695832630777	1.0
1.40064335	20.77779198	20.87582207	20.4433136	0.5483791059094562	1.0
1.37277436	21.30698776	23.30631828	23.6999855	0.531688232791597	1.0
1.48127985	21.95608711	22.72384262	21.69280243	0.6952746864179069	1.0
1.30082059	20.37973404	21.12083054	22.16572571	0.4880671175750085	1.0
1.50484443	21.40952873	21.10651779	20.80922318	0.4690819331641905	1.0
1.36550462	21.9295063	22.28441048	21.14288521	0.5782301530125842	1.0
1.41882229	20.71433067	20.80390358	20.39130783	0.7216789909469287	1.0
1.37932718	21.88942337	21.88969803	21.27613831	0.5619462194561917	1.0
1.32803679	21.42912102	21.39257812	21.01832771	0.4379304663722362	1.0
1.60131001	21.90181351	21.50890541	20.27346039	0.5597545794949941	1.0
1.27658761	21.24215317	21.31987953	20.47286224	0.3847588044074681	1.0
1.34106743	21.5429554	21.70277786	21.52863693	0.3984593893743039	1.0
1.59766662	21.80783844	23.77315903	22.64942551	0.4053270892728849	1.0
1.69176877	21.92472076	22.5439682	21.80640984	0.6952268021732938	1.0
1.4161855	20.99839592	21.10870171	19.923069	0.4447855708030856	1.0
1.51867795	21.7099762	21.72891808	21.45977402	0.6572242251891428	1.0
1.50361621	21.81830406	21.84771919	21.59679794	0.4399625350617421	1.0
1.92538393	21.29542351	20.56188011	20.85610199	0.3251220578848188	1.0
1.29345298	21.77326202	21.72761154	20.53302383	0.6416449676122276	1.0
1.35936248	21.14196205	22.43635368	23.32759094	0.5031667704649986	1.0
1.343714	21.83346939	21.74279976	20.54174805	0.6004633644010252	1.0
1.29936278	21.86779594	21.91540909	20.54580307	0.7290558091907063	1.0
1.27877986	21.84793282	22.23861504	21.50294876	0.6052489649779917	1.0
1.85057306	19.28152275	20.98756409	20.78163338	0.5720777685785898	1.0
1.3520515	20.30813789	20.51417351	20.30417824	0.2664396071236553	1.0
1.63116693	19.15126991	18.70679283	22.42814827	0.7463932757018211	1.0
1.65402579	21.91387749	23.1586132	21.68222237	0.5866794315045256	1.0
1.39169717	21.94584084	21.06728363	20.05463028	0.7165867703873214	1.0
1.38444698	21.43153191	20.99263	21.08174706	0.400369552067986	1.0
1.73213339	21.92198181	20.96803284	25.24375725	0.5369282172107974	1.0
1.29936671	21.95457077	21.34514999	20.02918434	0.6231490016659983	1.0
1.51134181	20.67778397	20.72600365	20.16863823	0.7094308128953432	1.0
1.42777216	21.36987305	21.6364193	21.25681114	0.208433502998075	1.0
1.28811002	21.86741829	21.79971313	21.30686951	0.723583711987164	1.0
1.61989665	21.79523849	22.06712914	21.56957054	0.5859947720199111	1.0
1.32975781	21.87453461	21.64276695	20.30662918	0.6340547034622546	1.0
1.28730464	21.90295601	21.89129829	21.62149048	0.5610212802855691	1.0
1.54110694	21.90514565	21.98637581	22.18781281	0.6153140904455766	1.0
1.32140303	21.60930824	21.09610558	20.99713898	0.721598085715285	1.0
1.33993363	21.66791534	21.76467133	21.53453445	0.194314618426615	1.0
1.28901374	21.90474319	21.92743301	21.27203751	0.622408112317232	1.0
1.34546626	21.39207268	21.26604843	20.24724007	0.3462831518398038	1.0
1.33688223	21.95546532	21.51153374	20.24939728	0.657858401764474	1.0
1.55810487	21.99687576	21.94019508	21.78562546	0.6032312533498783	1.0
1.38893533	21.27950668	21.45127487	21.09896278	0.5235238147059145	1.0
1.31386507	21.90180969	22.1133194	21.05765152	0.3801648053758147	1.0
1.35742569	21.23894501	21.34256172	20.65488052	0.6623304349734769	1.0
1.47619522	21.77500534	21.87767982	20.67713737	0.6979731488604991	1.0
1.64255571	21.24813652	21.3140049	20.82210922	0.6256913057663127	1.0
1.71099067	20.23262787	19.73387146	19.5332737	0.5579707840805912	1.0
1.368729	21.70161819	21.64153481	20.10132599	0.4970242825597023	1.0
1.44690382	21.42168045	20.93761444	18.5112648	0.4380712076435664	1.0
1.29616213	19.49472618	18.9450531	17.8613472	0.6851650011476458	1.0
1.31119096	21.89740181	21.69054031	20.40899467	0.3360104818624335	1.0
1.44240665	21.39696693	21.68592453	21.3884964	0.2810126583736924	1.0
1.86884272	21.4009552	21.7369442	21.1648922	0.7224182719274492	1.0
1.36056793	21.90829468	21.99902153	21.69799805	0.695896576710582	1.0
1.46777296	21.43609619	20.76854897	19.85432434	0.5090563363185435	1.0
1.39299846	21.63671684	22.6880703	22.01594162	0.2224264385894159	1.0
1.45945263	21.26262856	21.16961479	19.93043709	0.7335468259577134	1.0
1.34059131	21.69758034	21.75707817	21.15345955	0.7192545390793571	1.0
1.2805481	21.97151375	21.7636528	20.36493683	0.347221325594764	1.0
1.7222904	21.94153404	21.95481491	20.8465519	0.3775422893769805	1.0
1.27818775	21.87204933	21.81019211	20.72542191	0.5594472860157013	1.0
1.72785962	21.02514458	21.06296349	21.33683205	0.615445904286683	1.0
1.3628	21.20649719	21.35078049	20.32966042	0.6152886266681524	1.0
1.54052234	20.63587189	20.63974762	20.10809898	0.732865670920801	1.0
1.72412956	21.8859005	21.92458916	21.50838661	0.2738841706118161	1.0
1.52256179	21.41989326	22.12978554	21.67928696	0.5213533619256365	1.0
1.48402989	21.35991478	23.05302238	20.64009094	0.3962525518470511	1.0
1.65383637	21.7681694	22.09926033	20.45407104	0.6496431176314621	1.0
1.43739295	20.58489609	20.58912849	20.01638031	0.6888872963769821	1.0
1.31543207	21.53933525	23.28668022	23.33269119	0.5343805862508232	1.0
1.99881876	21.45159149	21.50712967	20.29312134	0.6202838786527486	1.0
1.50844765	21.73092079	21.72594261	21.35141754	0.5829493001073569	1.0
1.35525262	21.75828552	21.8700676	21.57117271	0.5860686228549378	1.0
1.82247519	20.53362274	20.7071228	20.23916245	0.6023889771303503	1.0
1.2842865	21.95660591	22.32736778	22.17125702	0.6691915387859186	1.0
1.37156248	21.61522865	21.61915207	20.6400547	0.4834920800411815	1.0
1.91695881	21.54643059	21.2282486	22.49435616	0.6959085852515563	1.0
1.57493699	21.94360733	21.9663868	21.58280945	0.7302079076519763	1.0
1.59575629	21.94789124	21.94977379	21.21875763	0.6190081004516101	1.0
1.98118472	20.94161797	21.32242775	20.75792503	0.6780793692575526	1.0
1.36242926	21.6116333	22.59988213	22.51460075	0.5670310948248942	1.0
1.29772377	21.99082947	21.85167122	21.0998764	0.5472118588461301	1.0
1.3208586	21.59973526	21.73412323	21.30486488	0.5272905979740662	1.0
1.31646872	21.39756966	21.59719849	20.82552528	0.7150881952188033	1.0
